Lipid	CheBI_ID	CheBI Name	SLM_ID	Name	Abbreviation_SLM	SMILES	InChIKey	Formula	Charge	Mass	Exact Mass	[M.]+	[M+H]+	[M+K]+	[M+Na]+	[M+Li]+	[M+NH4]+	[M+Cl]-	[M+OAc]-
LysoPI14:1			SLM:000043027	1-(9Z-tetradecenoyl)-sn-glycero-3-phospho-1D-myo-inositol	PI(14:1(9Z)/0:0)	CCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=YCAFKRZSALADNM-ZBUBWSFHSA-M	C23H42O12P	-1	541.546692	542.249207	542.248657	543.25647	581.212402	565.238464	549.264648	560.28302	577.218628	601.263062
LysoPI16:0	CHEBI:74463	lysophosphatidylinositol16:0(1?)	SLM:000104968	Phosphatidylinositol (16:0/0:0)	LPI(16:0/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C25H48O12P	-1	571.615723	572.296143	572.295593	573.303467	611.259338	595.2854	579.311646	590.330017	607.265564	631.309998
LysoPI16:0	CHEBI:72833	1-hexadecanoyl-sn--glycero-3-phospho-D-myo-inositol(1?)	SLM:000000683	1-hexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol	PI(16:0/0:0)	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=UOXRPRZMAROFPH-OAOCPRPWSA-M	C25H48O12P	-1	571.615723	572.296143	572.295593	573.303467	611.259338	595.2854	579.311646	590.330017	607.265564	631.309998
LysoPI16:1	CHEBI:74464	lysophosphatidylinositol16:1(1?)	SLM:000105033	Phosphatidylinositol (16:1/0:0)	LPI(16:1/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C25H46O12P	-1	569.599915	570.280518	570.279968	571.287781	609.243652	593.269714	577.295959	588.314331	605.249939	629.294373
LysoPI16:1			SLM:000043025	1-(9Z-hexadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol	PI(16:1(9Z)/0:0)	CCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=VPFGUPHJCAHVJV-YUCDOUPMSA-M	C25H46O12P	-1	569.599915	570.280518	570.279968	571.287781	609.243652	593.269714	577.295959	588.314331	605.249939	629.294373
LysoPI18:0	CHEBI:74465	lysophosphatidylinositol18:0(1?)	SLM:000105228	Phosphatidylinositol (18:0/0:0)	LPI(18:0/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C27H52O12P	-1	599.668884	600.327454	600.326904	601.334717	639.290649	623.316711	607.342896	618.361267	635.296875	659.341309
LysoPI18:0	CHEBI:74243	1-octadecanoyl-sn-glycero-3-phospho-D-myo-inositol(1?)	SLM:000043040	1-octadecanoyl-sn-glycero-3-phospho-1D-myo-inositol	PI(18:0/0:0)	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=MXAFDFDAIFZFET-CZDOQZASSA-M	C27H52O12P	-1	599.668884	600.327454	600.326904	601.334717	639.290649	623.316711	607.342896	618.361267	635.296875	659.341309
LysoPI18:1	CHEBI:74466	lysophosphatidylinositol18:1(1?)	SLM:000105293	Phosphatidylinositol (18:1/0:0)	LPI(18:1/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C27H50O12P	-1	597.653015	598.311829	598.311279	599.319092	637.274963	621.301025	605.327271	616.345642	633.281189	657.325684
LysoPI18:1	CHEBI:78762	1-oleoyl-sn-glycero-3-phospho-D-myo-inositol(1?)	SLM:000043026	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol	PI(18:1(9Z)/0:0)	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=UGDOFRYHDCDVHD-FRWBGTIISA-M	C27H50O12P	-1	597.653015	598.311829	598.311279	599.319092	637.274963	621.301025	605.327271	616.345642	633.281189	657.325684
LysoPI18:1			SLM:000042979	1-(11Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol	PI(18:1(11Z)/0:0)	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=OHYSVSPLHBLFJY-QYLFIUQQSA-M	C27H50O12P	-1	597.653015	598.311829	598.311279	599.319092	637.274963	621.301025	605.327271	616.345642	633.281189	657.325684
LysoPI20:0			SLM:000105618	Phosphatidylinositol (20:0/0:0)	LPI(20:0/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C29H56O12P	-1	627.722107	628.358765	628.358215	629.366028	667.321899	651.347961	635.374207	646.392578	663.328186	687.37262
LysoPI20:0			SLM:000043033	1-eicosanoyl-sn-glycero-3-phospho-1D-myo-inositol	PI(20:0/0:0)	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=PEXRQSSMRCDBAO-NWAGDNPJSA-M	C29H56O12P	-1	627.722107	628.358765	628.358215	629.366028	667.321899	651.347961	635.374207	646.392578	663.328186	687.37262
LysoPI20:1	CHEBI:74467	lysophosphatidylinositol20:1(1?)	SLM:000105683	Phosphatidylinositol (20:1/0:0)	LPI(20:1/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C29H54O12P	-1	625.706177	626.34314	626.34259	627.350403	665.306274	649.332336	633.358582	644.376953	661.3125	685.356995
LysoPI20:1			SLM:000042978	1-(11Z-eicosenoyl)-sn-glycero-3-phospho-1D-myo-inositol	PI(20:1(11Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=ZKGGMMGBNKHRSC-PYLXUAFNSA-M	C29H54O12P	-1	625.706177	626.34314	626.34259	627.350403	665.306274	649.332336	633.358582	644.376953	661.3125	685.356995
LysoPI22:0	CHEBI:74468	lysophosphatidylinositol22:0(1?)	SLM:000106073	Phosphatidylinositol (22:0/0:0)	LPI(22:0/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C31H60O12P	-1	655.775208	656.390076	656.389526	657.397339	695.35321	679.379272	663.405518	674.423889	691.359436	715.403931
LysoPI22:0			SLM:000043031	1-docosanoyl-sn-glycero-3-phospho-1D-myo-inositol	PI(22:0/0:0)	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=UBIJBCGVBZKHCX-BCENLSDLSA-M	C31H60O12P	-1	655.775208	656.390076	656.389526	657.397339	695.35321	679.379272	663.405518	674.423889	691.359436	715.403931
LysoPI22:1			SLM:000106138	Phosphatidylinositol (22:1/0:0)	LPI(22:1/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C31H58O12P	-1	653.759277	654.37439	654.37384	655.381714	693.337585	677.363647	661.389893	672.408264	689.343811	713.388245
LysoPI22:1			SLM:000042986	1-(13Z-docosenoyl)-sn-glycero-3-phospho-1D-myo-inositol	PI(22:1(13Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=VEKZPQQKPJBHKN-OKQIQALYSA-M	C31H58O12P	-1	653.759277	654.37439	654.37384	655.381714	693.337585	677.363647	661.389893	672.408264	689.343811	713.388245
LysoPI24:0			SLM:000106528	Phosphatidylinositol (24:0/0:0)	LPI(24:0/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C33H64O12P	-1	683.82843	684.421387	684.420837	685.42865	723.384521	707.410583	691.436829	702.4552	719.390747	743.435242
LysoPI24:0			SLM:000043044	1-tetracosanoyl-sn-glycero-3-phospho-1D-myo-inositol	PI(24:0/0:0)	CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=UUSGXLTUEABYFJ-QFBHLSRGSA-M	C33H64O12P	-1	683.82843	684.421387	684.420837	685.42865	723.384521	707.410583	691.436829	702.4552	719.390747	743.435242
LysoPI24:1			SLM:000106593	Phosphatidylinositol (24:1/0:0)	LPI(24:1/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C33H62O12P	-1	681.8125	682.405701	682.405151	683.412964	721.368896	705.394958	689.421143	700.439514	717.375122	741.419556
LysoPI24:1			SLM:000042991	1-(15Z-tetracosenoyl)-sn-glycero-3-phospho-1D-myo-inositol	PI(24:1(15Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=LTMRBGJHPGXVDZ-OJINEYJWSA-M	C33H62O12P	-1	681.8125	682.405701	682.405151	683.412964	721.368896	705.394958	689.421143	700.439514	717.375122	741.419556
LysoPI26:0	CHEBI:74469	lysophosphatidylinositol 26:0(1?)	SLM:000106853	Phosphatidylinositol (26:0/0:0)	LPI(26:0/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C35H68O12P	-1	711.88147	712.452637	712.452087	713.459961	751.415833	735.441895	719.46814	730.486511	747.422058	771.466492
LysoPI26:0			SLM:000043036	1-hexacosanoyl-sn-glycero-3-phospho-1D-myo-inositol	PI(26:0/0:0)	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=LHGYQTTWJOKGHK-ZGIKHMCRSA-M	C35H68O12P	-1	711.88147	712.452637	712.452087	713.459961	751.415833	735.441895	719.46814	730.486511	747.422058	771.466492
LysoPI26:1			SLM:000106918	Phosphatidylinositol (26:1/0:0)	LPI(26:1/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C35H66O12P	-1	709.865723	710.437012	710.436462	711.444275	749.400146	733.426208	717.452454	728.470825	745.406433	769.450867
LysoPI26:1			SLM:000042995	1-(17Z-hexacosenoyl)-sn-glycero-3-phospho-1D-myo-inositol	PI(26:1(17Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=PJRSZNGPDJYXMG-RUIKQHQPSA-M	C35H66O12P	-1	709.865723	710.437012	710.436462	711.444275	749.400146	733.426208	717.452454	728.470825	745.406433	769.450867
PI26:0	CHEBI:137875	phosphatidylinositol 26:0	SLM:000058150	Phosphatidylinositol  (26:0)	PI(26:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C35H66O13P	-1	725.865112	726.431946	726.431396	727.439209	765.395081	749.421143	733.447388	744.465759	761.401306	785.445801
PI26:1			SLM:000058151	Phosphatidylinositol  (26:1)	PI(26:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C35H64O13P	-1	723.849182	724.41626	724.41571	725.423584	763.379456	747.405518	731.431763	742.450134	759.385681	783.430115
PI26:2			SLM:000058152	Phosphatidylinositol  (26:2)	PI(26:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C35H62O13P	-1	721.833313	722.400635	722.400085	723.407898	761.36377	745.389832	729.416077	740.434448	757.370056	781.41449
PI28:0	CHEBI:74364	phosphatidylinositol 28:0(1?)	SLM:000058162	Phosphatidylinositol  (28:0)	PI(28:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C37H70O13P	-1	753.918213	754.463257	754.462708	755.47052	793.426392	777.452454	761.478699	772.49707	789.432617	813.477112
PI28:1	CHEBI:74365	phosphatidylinositol 28:1(1?)	SLM:000058163	Phosphatidylinositol  (28:1)	PI(28:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C37H68O13P	-1	751.902283	752.447571	752.447021	753.454834	791.410767	775.436829	759.463013	770.481384	787.416992	811.461426
PI28:2			SLM:000058164	Phosphatidylinositol  (28:2)	PI(28:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C37H66O13P	-1	749.886475	750.431946	750.431396	751.439209	789.395081	773.421143	757.447388	768.465759	785.401306	809.445801
PI30:0	CHEBI:74366	phosphatidylinositol 30:0(1?)	SLM:000058175	Phosphatidylinositol  (30:0)	PI(30:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C39H74O13P	-1	781.971375	782.494507	782.493958	783.501831	821.457703	805.483765	789.51001	800.528381	817.463928	841.508362
PI30:1	CHEBI:74367	phosphatidylinositol 30:1(1?)	SLM:000058176	Phosphatidylinositol  (30:1)	PI(30:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C39H72O13P	-1	779.955505	780.478882	780.478333	781.486145	819.442017	803.468079	787.494324	798.512695	815.448303	839.492737
PI30:2	CHEBI:74368	phosphatidylinositol 30:2(1?)	SLM:000058177	Phosphatidylinositol  (30:2)	PI(30:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C39H70O13P	-1	777.939575	778.463257	778.462708	779.47052	817.426392	801.452454	785.478699	796.49707	813.432617	837.477112
PI32:0	CHEBI:74231	phosphatidylinositol 32:0(1?)	SLM:000058189	Phosphatidylinositol  (32:0)	PI(32:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C41H78O13P	-1	810.024475	810.525818	810.525269	811.533081	849.489014	833.515076	817.54126	828.559631	845.495239	869.539673
PI32:1	CHEBI:74369	phosphatidylinositol 32:1(1?)	SLM:000058190	Phosphatidylinositol  (32:1)	PI(32:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C41H76O13P	-1	808.008728	808.510193	808.509644	809.517456	847.473328	831.49939	815.525635	826.544006	843.479553	867.524048
PI32:2	CHEBI:74370	phosphatidylinositol 32:2(1?)	SLM:000058191	Phosphatidylinositol  (32:2)	PI(32:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C41H74O13P	-1	805.992798	806.494507	806.493958	807.501831	845.457703	829.483765	813.51001	824.528381	841.463928	865.508362
PI34:0	CHEBI:74232	phosphatidylinositol 34:0(1?)	SLM:000058203	Phosphatidylinositol  (34:0)	PI(34:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C43H82O13P	-1	838.077698	838.557129	838.55658	839.564392	877.520264	861.546326	845.572571	856.590942	873.52655	897.570984
PI34:1	CHEBI:74237	phosphatidylinositol 34:1(1?)	SLM:000058204	Phosphatidylinositol  (34:1)	PI(34:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C43H80O13P	-1	836.061829	836.541504	836.540955	837.548767	875.504639	859.530701	843.556946	854.575317	871.510864	895.555359
PI34:2	CHEBI:74238	phosphatidylinositol 34:2(1?)	SLM:000058205	Phosphatidylinositol  (34:2)	PI(34:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C43H78O13P	-1	834.045898	834.525818	834.525269	835.533081	873.489014	857.515076	841.54126	852.559631	869.495239	893.539673
PI36:0	CHEBI:74239	phosphatidylinositol 36:0(1?)	SLM:000058217	Phosphatidylinositol  (36:0)	PI(36:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C45H86O13P	-1	866.13092	866.58844	866.587891	867.595703	905.551575	889.577637	873.603882	884.622253	901.557861	925.602295
PI36:1	CHEBI:74371	phosphatidylinositol 36:1(1?)	SLM:000058218	Phosphatidylinositol  (36:1)	PI(36:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C45H84O13P	-1	864.11499	864.572754	864.572205	865.580078	903.53595	887.562012	871.588257	882.606628	899.542175	923.586609
PI36:2	CHEBI:74372	phosphatidylinositol 36:2(1?)	SLM:000058219	Phosphatidylinositol  (36:2)	PI(36:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C45H82O13P	-1	862.099121	862.557129	862.55658	863.564392	901.520264	885.546326	869.572571	880.590942	897.52655	921.570984
PI38:0	CHEBI:74373	phosphatidylinositol 38:0(1?)	SLM:000058233	Phosphatidylinositol  (38:0)	PI(38:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C47H90O13P	-1	894.184021	894.619751	894.619202	895.627014	933.582886	917.608948	901.635193	912.653564	929.589111	953.633606
PI38:1	CHEBI:74374	phosphatidylinositol 38:1(1?)	SLM:000058234	Phosphatidylinositol  (38:1)	PI(38:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C47H88O13P	-1	892.168091	892.604065	892.603516	893.611328	931.567261	915.593323	899.619507	910.637878	927.573486	951.61792
PI38:2	CHEBI:74375	phosphatidylinositol 38:2(1?)	SLM:000058235	Phosphatidylinositol  (38:2)	PI(38:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C47H86O13P	-1	890.152283	890.58844	890.587891	891.595703	929.551575	913.577637	897.603882	908.622253	925.557861	949.602295
PI40:0	CHEBI:74376	phosphatidylinositol 40:0(1?)	SLM:000058250	Phosphatidylinositol  (40:0)	PI(40:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C49H94O13P	-1	922.237183	922.651001	922.650452	923.658325	961.614197	945.640259	929.666504	940.684875	957.620422	981.664856
PI40:1	CHEBI:74377	phosphatidylinositol 40:1(1?)	SLM:000058251	Phosphatidylinositol  (40:1)	PI(40:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C49H92O13P	-1	920.221313	920.635376	920.634827	921.642639	959.598511	943.624573	927.650818	938.669189	955.604797	979.649231
PI40:2	CHEBI:74378	phosphatidylinositol 40:2(1?)	SLM:000058253	Phosphatidylinositol  (40:2)	PI(40:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C49H90O13P	-1	918.205383	918.619751	918.619202	919.627014	957.582886	941.608948	925.635193	936.653564	953.589111	977.633606
PI42:0	CHEBI:74379	phosphatidylinositol 42:0(1?)	SLM:000058268	Phosphatidylinositol  (42:0)	PI(42:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C51H98O13P	-1	950.290283	950.682312	950.681763	951.689636	989.645508	973.67157	957.697815	968.716125	985.651733	1009.696167
PI42:1	CHEBI:74380	phosphatidylinositol 42:1(1?)	SLM:000058269	Phosphatidylinositol  (42:1)	PI(42:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C51H96O13P	-1	948.274475	948.666687	948.666138	949.67395	987.629822	971.655884	955.682129	966.7005	983.636108	1007.680542
PI42:2	CHEBI:74381	phosphatidylinositol 42:2(1?)	SLM:000058272	Phosphatidylinositol  (42:2)	PI(42:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C51H94O13P	-1	946.258606	946.651001	946.650452	947.658325	985.614197	969.640259	953.666504	964.684875	981.620422	1005.664856
PI44:0			SLM:000058287	Phosphatidylinositol  (44:0)	PI(44:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C53H102O13P	-1	978.343506	978.713623	978.713074	979.720886	1017.676758	1001.702881	985.729065	996.747437	1013.683044	1037.727539
PI44:1	CHEBI:74382	phosphatidylinositol 44:1(1?)	SLM:000058288	Phosphatidylinositol  (44:1)	PI(44:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C53H100O13P	-1	976.327576	976.697998	976.697449	977.705261	1015.661133	999.687195	983.71344	994.731812	1011.667358	1035.711792
PI44:2			SLM:000058292	Phosphatidylinositol  (44:2)	PI(44:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C53H98O13P	-1	974.311707	974.682312	974.681763	975.689636	1013.645508	997.67157	981.697815	992.716125	1009.651733	1033.696167
PI46:0			SLM:000058305	Phosphatidylinositol  (46:0)	PI(46:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C55H106O13P	-1	1006.396729	1006.744934	1006.744385	1007.752197	1045.70813	1029.734131	1013.760376	1024.778809	1041.714355	1065.758789
PI46:1	CHEBI:74383	phosphatidylinositol 46:1(1?)	SLM:000058306	Phosphatidylinositol  (46:1)	PI(46:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C55H104O13P	-1	1004.380798	1004.729309	1004.72876	1005.736572	1043.692383	1027.718506	1011.744751	1022.763123	1039.69873	1063.743164
PI46:2	CHEBI:74384	phosphatidylinositol 46:2(1?)	SLM:000058310	Phosphatidylinositol  (46:2)	PI(46:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C55H102O13P	-1	1002.364929	1002.713623	1002.713074	1003.720886	1041.676758	1025.702881	1009.729065	1020.747437	1037.682983	1061.727539
PI48:0	CHEBI:74385	phosphatidylinositol 48:0(1?)	SLM:000058323	Phosphatidylinositol  (48:0)	PI(48:0)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C57H110O13P	-1	1034.449829	1034.776245	1034.775635	1035.783447	1073.73938	1057.765503	1041.791626	1052.810059	1069.745605	1093.790039
PI48:1	CHEBI:74386	phosphatidylinositol 48:1(1?)	SLM:000058324	Phosphatidylinositol  (48:1)	PI(48:1)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C57H108O13P	-1	1032.43396	1032.76062	1032.76001	1033.767822	1071.723755	1055.749756	1039.776001	1050.794434	1067.72998	1091.774414
PI48:2			SLM:000058328	Phosphatidylinositol  (48:2)	PI(48:2)	OC1C(O)C(O)C(OP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C(O)C1O		C57H106O13P	-1	1030.418091	1030.744873	1030.744385	1031.752197	1069.70813	1053.734131	1037.760376	1048.778809	1065.714355	1089.758789
LysoPS14:0	CHEBI:72402	lysophosphatidylserine 14:0(1?)	SLM:000055655	Lysophosphatidylserine (14:0/0:0)	LPS(14:0/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C20H39NO9P	-1	468.499298	469.24408	469.24353	470.251343	508.207214	492.233276	476.259521	487.277893	504.21347	528.257935
LysoPS14:0			SLM:000030091	1-tetradecanoyl-sn-glycero-3-phospho-L-serine	PS(14:0/0:0)	CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=ZJMQYSXCPARLHG-MSOLQXFVSA-M	C20H39NO9P	-1	468.499298	469.24408	469.24353	470.251343	508.207214	492.233276	476.259521	487.277893	504.21347	528.257935
LysoPS14:1	CHEBI:72403	lysophosphatidylserine 14:1(1?)	SLM:000055656	Lysophosphatidylserine (14:1/0:0)	LPS(14:1/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C20H37NO9P	-1	466.483398	467.228424	467.227875	468.235687	506.191589	490.217651	474.243866	485.262238	502.197815	526.242249
LysoPS14:1			SLM:000030095	1-(9Z-tetradecenoyl)-sn-glycero-3-phospho-L-serine	PS(14:1(9Z)/0:0)	CCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=NPKANCOBLRPFQN-WIJVFFIESA-M	C20H37NO9P	-1	466.483398	467.228424	467.227875	468.235687	506.191589	490.217651	474.243866	485.262238	502.197815	526.242249
LysoPS16:0	CHEBI:72405	lysophosphatidylserine 16:0(1?)	SLM:000055658	Lysophosphatidylserine (16:0/0:0)	LPS(16:0/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C22H43NO9P	-1	496.552399	497.27536	497.274811	498.282654	536.238525	520.264587	504.290833	515.309204	532.244751	556.289246
LysoPS16:0	CHEBI:75020	1-palmitoyl-sn-glycero-3-phosphoserine(1?)	SLM:000030084	1-hexadecanoyl-sn-glycero-3-phospho-L-serine	PS(16:0/0:0)	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=XIVOBOJQPNEUSC-UXHICEINSA-M	C22H43NO9P	-1	496.552399	497.27536	497.274811	498.282654	536.238525	520.264587	504.290833	515.309204	532.244751	556.289246
LysoPS16:1	CHEBI:72406	lysophosphatidylserine 16:1(1?)	SLM:000055659	Lysophosphatidylserine (16:1/0:0)	LPS(16:1/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C22H41NO9P	-1	494.536591	495.259705	495.259155	496.266998	534.2229	518.248962	502.275177	513.293518	530.229126	554.27356
LysoPS16:1			SLM:000030076	1-(9Z-hexadecenoyl)-sn-glycero-3-phospho-L-serine	PS(16:1(9Z)/0:0)	CCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=XSJRZJQMAINRKX-KGMDJONISA-M	C22H41NO9P	-1	494.536591	495.259705	495.259155	496.266998	534.2229	518.248962	502.275177	513.293518	530.229126	554.27356
